"age","gender","ethnicity","education","household_income","height_feet","height_inches","weight","k1","k2","k3","k4","k5","d1","d2","d3","d4","d5","height","bmi","k1_score","k2_score","k3_score","k4_score","k5_score","d1_score","d2_score","d3_score","d4_score","d5_score","k_number_total","d_number_total","k_label_total","d_label_total"
"60-73","Male","Hispanic","Some college but no degree","Less than $40,000",5,10,203,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Nothing","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",70,29.1242857142857,10,0,10,5,5,0,0,20,20,10,30,50,"Moderate","Poor"
"74 or older","Female","White","Some college but no degree","$40,000-74,000",5,2,212,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","Once a month or less","3 to 5 times a month","Once a month or less","3 to 5 times a month",62,38.7710718002081,10,0,0,5,5,0,30,20,30,20,20,100,"Moderate","Satisfactory"
"44-59","Female","White","Some college but no degree","$75,000-99,000",5,4,200,"Agree","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Processed foods","None of the above","No","3 to 5 times a week","Once a month or less","3 to 5 times a month","3 to 5 times a week",64,34.326171875,10,0,0,10,10,0,10,30,20,10,30,70,"Moderate","Moderate"
"60-73","Male","White","Bachelor degree","$75,000-99,000",5,11,170,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a month","3 to 5 times a month","3 to 5 times a week",71,23.7075976988693,10,0,0,5,NA,0,0,20,20,10,NA,50,"Poor","Poor"
"28-43","Male","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,9,120,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month",69,17.7189666036547,10,0,0,5,5,0,10,10,10,20,20,50,"Moderate","Poor"
"28-43","Female","Hispanic","Graduate degree","$250,000+",5,3,110,"Disagree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",63,19.4834971025447,0,0,0,5,NA,0,0,10,10,10,NA,30,"Poor","Poor"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,8,284,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","At least once daily","At least once daily","3 to 5 times a week","3 to 5 times a month",68,43.1773356401384,10,0,0,5,5,10,0,0,10,20,20,40,"Moderate","Poor"
"28-43","Male","White","Some college but no degree","$75,000-99,000",6,3,190,"Agree","Not sure","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",75,23.7457777777778,10,0,0,5,NA,0,10,10,10,10,NA,40,"Poor","Poor"
"27 or younger","Male","Hispanic","Bachelor degree","$40,000-74,000",5,5,128,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","At least once daily","3 to 5 times a month","At least once daily","At least once daily",65,21.2979881656805,10,0,0,5,5,10,0,20,0,0,20,30,"Moderate","Poor"
"27 or younger","Male","Black or African-American","High school degree or equivalent (e.g., GED)","Less than $40,000",5,8,147,"Disagree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients were sourced locally","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","Once a month or less","3 to 5 times a month","At least once daily",68,22.3488321799308,0,0,0,10,NA,0,20,30,20,0,NA,70,"Poor","Moderate"
"44-59","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,0,290,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","Once a month or less","Once a month or less","3 to 5 times a month",60,56.6305555555556,10,0,0,10,NA,0,0,30,30,20,NA,80,"Poor","Satisfactory"
"28-43","Male","White","Bachelor degree","$250,000+",5,10,180,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week",70,25.8244897959184,10,0,0,5,NA,0,0,10,10,10,NA,30,"Poor","Poor"
"28-43","Female","White","Some college but no degree","Less than $40,000",5,2,157,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","At least once daily","At least once daily",62,28.7125390218522,0,0,0,10,NA,0,0,10,0,0,NA,10,"Poor","Poor"
"27 or younger","Female","White","High school degree or equivalent (e.g., GED)","$250,000+",4,11,123,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","3 to 5 times a month","3 to 5 times a week","3 to 5 times a month",59,24.840275782821,10,0,0,5,5,0,0,20,10,20,20,50,"Moderate","Poor"
"44-59","Female","White","Associate degree","$100,000-149,000",5,1,135,"Not sure","Do not have a significant impact on nutritional value","Ingredients meet federal requirements","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a week","3 to 5 times a week","At least once daily",61,25.5052405267401,0,0,0,5,NA,0,0,10,10,0,NA,20,"Poor","Poor"
"60-73","Female","White","High school degree or equivalent (e.g., GED)","Less than $40,000",5,3,275,"Disagree","Do not have a significant impact on nutritional value","Nothing","Ultra-Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","3 to 5 times a month","3 to 5 times a month","Once a month or less",63,48.7087427563618,0,0,10,5,5,10,30,20,20,30,20,110,"Moderate","Excellent"
"28-43","Male","White","Less than a high school degree","Less than $40,000",6,3,180,"Not sure","Not sure","Ingredients come from nature","Processed foods","None of the above","No","Once a month or less","3 to 5 times a week","At least once daily","3 to 5 times a week",75,22.496,0,0,0,10,10,0,30,10,0,10,20,50,"Moderate","Poor"
"27 or younger","Female","White","Some college but no degree","Less than $40,000",5,2,212,"Agree","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients meet federal requirements","Processed foods","UPFs are higher in salt, fat, and sweeteners","No","3 to 5 times a week","3 to 5 times a week","Once a month or less","3 to 5 times a week",62,38.7710718002081,10,0,0,10,5,0,10,10,30,10,25,60,"Moderate","Moderate"
"60-73","Female","White","Bachelor degree","$40,000-74,000",5,3,211,"Agree","Not sure","Ingredients come from nature","Processed foods","UPFs are higher in salt, fat, and sweeteners","Yes","Once a month or less","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",63,37.3728898966994,10,0,0,10,5,10,30,20,20,20,25,100,"Moderate","Satisfactory"
"44-59","Female","White","Some college but no degree","Less than $40,000",5,8,121,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","At least once daily","3 to 5 times a month","3 to 5 times a month","3 to 5 times a month",68,18.3959775086505,10,0,0,10,NA,0,0,20,20,20,NA,60,"Poor","Moderate"
"28-43","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,8,160,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients come from nature","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week",68,24.3252595155709,10,0,0,5,NA,0,10,10,20,10,NA,50,"Poor","Poor"
"28-43","Male","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,11,170,"Agree","Not sure","Ingredients come from nature","Ultra-Processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","Yes","3 to 5 times a week","3 to 5 times a month","3 to 5 times a week","3 to 5 times a week",71,23.7075976988693,10,0,0,5,NA,10,10,20,10,10,NA,60,"Poor","Moderate"
"27 or younger","Female","White","Some college but no degree","Less than $40,000",5,5,106,"Not sure","Not sure","Ingredients come from nature","Processed foods","None of the above","No","3 to 5 times a week","Once a month or less","3 to 5 times a week","3 to 5 times a week",65,17.6373964497041,0,0,0,10,10,0,10,30,10,10,20,60,"Moderate","Moderate"
"74 or older","Female","White","High school degree or equivalent (e.g., GED)","$40,000-74,000",5,0,166,"Agree","Not sure","Ingredients meet federal requirements","Minimally processed foods","UPFs are higher in salt, fat, and sweeteners","No","At least once daily","Once a month or less","Once a month or less","Once a month or less",60,32.4161111111111,10,0,0,5,5,0,0,30,30,30,20,90,"Moderate","Satisfactory"
"74 or older","Female","White","Graduate degree","Less than $40,000",5,6,240,"Agree","Improving the nutritional value by adding essential vitamins and minerals","Ingredients meet federal requirements","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a month","3 to 5 times a month","Once a month or less","3 to 5 times a week",66,38.732782369146,10,0,0,5,NA,0,20,20,30,10,NA,80,"Poor","Satisfactory"
"28-43","Male","White","Some college but no degree","Less than $40,000",5,8,125,"Agree","Do not have a significant impact on nutritional value","Ingredients come from nature","Minimally processed foods","UPFs have gone through several additional processing steps, but often have the same ingredients","No","3 to 5 times a week","3 to 5 times a week","3 to 5 times a week","3 to 5 times a month",68,19.0041089965398,10,0,0,5,NA,0,10,10,10,20,NA,50,"Poor","Poor"
"60-73","Female","Hispanic","High school degree or equivalent (e.g., GED)","$40,000-74,000",4,10,200,"Not sure","Reducing the nutritional value by replacing or masking natural ingredients","Ingredients come from nature","Processed foods","None of the above","Yes","Once a month or less","Once a month or less","Once a month or less","Once a month or less",58,41.79548156956,0,0,0,10,10,10,30,30,30,30,20,130,"Moderate","Excellent"
